MRGV_vOTUs	ICTV_taxonomy	Representative	Genome_size	Checkv_quality	muivig_quality	Completeness	contamination	Completeness_method	Kmer_freq	MRGV_vFAMs	MRGV_vGENs	UHGV_matched	IsProphage	Host_taxonomy
MRGV_vOTU00070	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000070	33341.0	Medium-quality	Genome-fragment	54.58	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1636	MRGV_vGEN11444	vSUBFAM-00174	False	Unclassified
MRGV_vOTU00071	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000071	55026.0	High-quality	High-quality	92.06	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0192	MRGV_vGEN07182	vSUBFAM-00114	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00072	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;f__Zeta-crassviridae	MRGV_GENOME000072	183471.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2319	MRGV_vGEN04592	vSUBFAM-02550	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp009774375
MRGV_vOTU00073	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000073	40542.0	Medium-quality	Genome-fragment	86.12	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1184	MRGV_vGEN06340	vSUBFAM-01505	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00074	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000074	25811.0	Medium-quality	Genome-fragment	67.6	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2511	MRGV_vGEN02534	vSUBFAM-00247	False	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_A
MRGV_vOTU00075	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000075	29924.0	Medium-quality	Genome-fragment	66.15	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0091	MRGV_vGEN10283	vSUBFAM-00114	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp910585525
MRGV_vOTU00076	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000076	53155.0	Medium-quality	Genome-fragment	86.86	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2074	MRGV_vGEN10471	vGENUS-19019	False	Unclassified
MRGV_vOTU00077	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Eponavirus	MRGV_GENOME000077	24809.0	Medium-quality	Genome-fragment	50.21	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1318	MRGV_vGEN03354	vSUBFAM-00696	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella
MRGV_vOTU00078	r__Monodnaviria;k__Shotokuvirae;p__Cressdnaviricota;c__Arfiviricetes	MRGV_GENOME000078	6055.0	High-quality	High-quality	100.0	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM2249	MRGV_vGEN04101	vFAM-00022	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp011959105
MRGV_vOTU00079	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000079	38498.0	High-quality	High-quality	99.8	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0773	MRGV_vGEN00716	vSUBFAM-00161	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00080	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000080	42107.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.08	MRGV_vFAM0160	MRGV_vGEN05533	vSUBFAM-00431	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00081	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000081	30484.0	Medium-quality	Genome-fragment	64.73	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM1548	MRGV_vGEN03810	vSUBFAM-01505	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG4057
MRGV_vOTU00082	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000082	33357.0	Medium-quality	Genome-fragment	64.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2473	MRGV_vGEN03065	vFAM-00134	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp910585525
MRGV_vOTU00083	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000083	84186.0	Medium-quality	Genome-fragment	69.82	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0079	MRGV_vGEN05397	vSUBFAM-00447	True	Unclassified
MRGV_vOTU00084	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Mushuvirus	MRGV_GENOME000084	39258.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1011	MRGV_vGEN01572	vSUBFAM-00432	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00085	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000085	36822.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2143	MRGV_vGEN10354	vSUBFAM-01002	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales
MRGV_vOTU00086	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000086	43195.0	Medium-quality	Genome-fragment	87.65	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0274	MRGV_vGEN08281	vFAM-00001	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp910575255
MRGV_vOTU00087	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000087	55289.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2143	MRGV_vGEN03762	vSUBFAM-01597	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae
MRGV_vOTU00088	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Taranisvirus	MRGV_GENOME000088	51983.0	High-quality	High-quality	94.51	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1212	MRGV_vGEN05277	vSUBFAM-00369	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp009774015;strain__MGBC147955
MRGV_vOTU00089	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000089	64835.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.02	MRGV_vFAM1184	MRGV_vGEN06340	vSUBFAM-01505	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00090	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000090	39377.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0924	MRGV_vGEN03673	vSUBFAM-00161	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp002358575
MRGV_vOTU00091	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000091	29530.0	Medium-quality	Genome-fragment	54.04	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1845	MRGV_vGEN08407	vFAM-00001	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp009774015;strain__MGBC147955
MRGV_vOTU00092	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000092	38553.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1970	MRGV_vGEN10669	vSUBFAM-01002	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805
MRGV_vOTU00093	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000093	42871.0	Medium-quality	Genome-fragment	58.75	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1941	MRGV_vGEN05035	vSUBFAM-00550	True	Unclassified
MRGV_vOTU00094	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000094	29001.0	Medium-quality	Genome-fragment	73.3	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1402	MRGV_vGEN08638	vFAM-00001	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Suilimivivens;s__Suilimivivens sp910585005
MRGV_vOTU00095	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000095	45193.0	High-quality	High-quality	93.07	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2221	MRGV_vGEN03740	vFAM-00001	True	d__Bacteria;p__Bacillota_A;c__Clostridia
MRGV_vOTU00096	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000096	50064.0	Medium-quality	Genome-fragment	81.62	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1184	MRGV_vGEN04449	vGENUS-19019	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00097	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000097	107186.0	High-quality	High-quality	90.35	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1206	MRGV_vGEN04161	vFAM-00020	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00098	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000098	505487.0	High-quality	High-quality	99.99	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1943	MRGV_vGEN08140	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00099	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000099	57511.0	High-quality	High-quality	92.21	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1184	MRGV_vGEN06340	vSUBFAM-01505	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00100	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Mushuvirus	MRGV_GENOME000100	23565.0	Medium-quality	Genome-fragment	65.84	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1011	MRGV_vGEN05805	vSUBFAM-00432	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus_A;s__Hominisplanchenecus_A murintestinalis
MRGV_vOTU00101	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000101	31762.0	Medium-quality	Genome-fragment	68.49	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1590	MRGV_vGEN04009	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RGIG4057;s__RGIG4057 sp910577675
MRGV_vOTU00102	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Ludisviridae;g__Ludisvirus	MRGV_GENOME000102	63764.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.03	MRGV_vFAM2371	MRGV_vGEN03611	vSUBGEN-27829	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum
MRGV_vOTU00103	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000103	290354.0	High-quality	High-quality	100.0	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1519	MRGV_vGEN07606	vFAM-00066	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales
MRGV_vOTU00104	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000104	275952.0	High-quality	High-quality	99.86	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM0083	MRGV_vGEN05670	vFAM-00009	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00105	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000105	25001.0	Medium-quality	Genome-fragment	62.13	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1864	MRGV_vGEN07229	vSUBFAM-01580	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales
MRGV_vOTU00106	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000106	48295.0	Medium-quality	Genome-fragment	77.67	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1184	MRGV_vGEN03181	vSUBFAM-00014	False	Unclassified
MRGV_vOTU00107	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Eponavirus	MRGV_GENOME000107	37881.0	Medium-quality	Genome-fragment	66.55	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM2426	MRGV_vGEN08561	vSUBFAM-00339	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00108	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000108	59242.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2143	MRGV_vGEN04163	vSUBFAM-01597	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae
MRGV_vOTU00109	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000109	22815.0	Medium-quality	Genome-fragment	55.72	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2251	MRGV_vGEN10533	vFAM-00003	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp910575255;strain__MGBC105505
MRGV_vOTU00110	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000110	32827.0	Medium-quality	Genome-fragment	69.53	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2175	MRGV_vGEN10049	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00111	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Ludisviridae;g__Ludisvirus	MRGV_GENOME000111	50718.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2371	MRGV_vGEN05735	vGENUS-01713	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp009774895
MRGV_vOTU00112	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000112	50102.0	Medium-quality	Genome-fragment	77.19	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1962	MRGV_vGEN09004	vSUBFAM-01234	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum
MRGV_vOTU00113	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000113	19533.0	Medium-quality	Genome-fragment	60.74	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1417	MRGV_vGEN03550	vSUBFAM-00813	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp009774015;strain__MGBC146666
MRGV_vOTU00114	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000114	44106.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2001	MRGV_vGEN10992	vFAM-00005	True	Unclassified
MRGV_vOTU00115	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000115	37474.0	Medium-quality	Genome-fragment	56.22	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1171	MRGV_vGEN01165	vFAM-00008	False	Unclassified
MRGV_vOTU00116	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000116	98286.0	High-quality	High-quality	95.37	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1365	MRGV_vGEN05372	vFAM-00048	True	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium globosum
MRGV_vOTU00117	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000117	26443.0	Medium-quality	Genome-fragment	55.09	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1503	MRGV_vGEN04384	vSUBFAM-00553	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00118	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000118	47478.0	Complete	High-quality	100.0	0.0	DTR (high-confidence)	1.0	MRGV_vFAM0532	MRGV_vGEN00707	vSUBFAM-00430	False	Unclassified
MRGV_vOTU00119	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000119	41383.0	Medium-quality	Genome-fragment	78.17	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1149	MRGV_vGEN06339	vFAM-00001	False	Unclassified
MRGV_vOTU00120	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000120	50929.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2175	MRGV_vGEN02111	vSUBFAM-04165	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00121	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000121	147254.0	Medium-quality	Genome-fragment	77.85	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM1598	MRGV_vGEN05992	vFAM-00020	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00122	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Alisviridae	MRGV_GENOME000122	38257.0	Complete	High-quality	100.0	0.0	DTR (high-confidence)	1.0	MRGV_vFAM0905	MRGV_vGEN02082	vSUBFAM-00281	False	Unclassified
MRGV_vOTU00123	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000123	31659.0	Medium-quality	Genome-fragment	67.02	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0044	MRGV_vGEN08273	vSUBFAM-01597	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae
MRGV_vOTU00124	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000124	46646.0	Medium-quality	Genome-fragment	76.98	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0924	MRGV_vGEN00247	vSUBFAM-00011	False	Unclassified
MRGV_vOTU00125	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000125	31306.0	Medium-quality	Genome-fragment	59.66	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2228	MRGV_vGEN08593	vSUBFAM-03861	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015
MRGV_vOTU00126	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000126	45402.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0599	MRGV_vGEN09481	vSUBFAM-00721	False	d__Bacteria
MRGV_vOTU00127	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000127	11410.0	Medium-quality	Genome-fragment	83.78	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1381	MRGV_vGEN11333	vGENUS-19889	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00128	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000128	51327.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.11	MRGV_vFAM1809	MRGV_vGEN02727	vSUBFAM-00114	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335
MRGV_vOTU00129	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000129	29513.0	Medium-quality	Genome-fragment	64.86	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1078	MRGV_vGEN08483	vSUBFAM-00187	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vermiculatibacterium;s__Vermiculatibacterium sp910587345;strain__GENOME23965
MRGV_vOTU00130	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000130	33286.0	Medium-quality	Genome-fragment	75.85	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1251	MRGV_vGEN02374	vSUBFAM-00686	False	Unclassified
MRGV_vOTU00131	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Konodaiviridae	MRGV_GENOME000131	47564.0	Medium-quality	Genome-fragment	67.22	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1110	MRGV_vGEN11360	vSUBGEN-04424	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales
MRGV_vOTU00132	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000132	198192.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1325	MRGV_vGEN04097	vFAM-00044	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum faecis
MRGV_vOTU00133	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000133	102798.0	High-quality	High-quality	93.33	0.0	AAI-based (high-confidence)	1.01	MRGV_vFAM0255	MRGV_vGEN05576	vSUBFAM-02002	True	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae
MRGV_vOTU00134	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Unclassified;f__Unclassified;g__Lagaffevirus	MRGV_GENOME000134	44963.0	High-quality	High-quality	94.99	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM0856	MRGV_vGEN00378	vSUBFAM-00411	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00135	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000135	47729.0	High-quality	High-quality	93.77	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2175	MRGV_vGEN02111	vSUBFAM-04165	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00136	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000136	57074.0	High-quality	High-quality	92.61	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM1184	MRGV_vGEN06340	vSUBFAM-01505	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae
MRGV_vOTU00137	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000137	48866.0	Medium-quality	Genome-fragment	78.75	0.0	HMM-based (lower-bound)	1.0	MRGV_vFAM2521	MRGV_vGEN01626	vGENUS-04718	False	Unclassified
MRGV_vOTU00138	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000138	31366.0	Medium-quality	Genome-fragment	71.36	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM1251	MRGV_vGEN10065	vSUBFAM-00686	True	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Alitiscatomonas;s__Alitiscatomonas sp910586315
MRGV_vOTU00139	r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes	MRGV_GENOME000139	59113.0	High-quality	High-quality	100.0	0.0	AAI-based (high-confidence)	1.0	MRGV_vFAM2221	MRGV_vGEN00212	vFAM-00001	False	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales
