MRGV_vOTU	Bacterial_host (R220)	Consensus	Evidence
MRGV_vOTU00201	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00202	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU00203	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00205	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	Integration
MRGV_vOTU00206	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.7678571428571429	CRISPR
MRGV_vOTU00207	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	0.9946524064171124	CRISPR:Integration
MRGV_vOTU00208	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola sp009774135	0.88	CRISPR:Integration
MRGV_vOTU00210	d__Bacteria;p__Bacillota;c__Bacilli;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sp002311155	1.0	CRISPR:Integration
MRGV_vOTU00211	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus johnsonii	1.0	CRISPR
MRGV_vOTU00213	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.8	CRISPR
MRGV_vOTU00214	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum	0.971830985915493	CRISPR
MRGV_vOTU00216	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00217	d__Bacteria;p__Bacillota_B;c__Dehalobacteriia;o__UBA4068;f__UBA4997;g__Avidehalobacter;s__MRGM_1429_species	0.75	Integration
MRGV_vOTU00219	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.7154811715481172	CRISPR
MRGV_vOTU00222	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__MRGM_1218_species	1.0	CRISPR
MRGV_vOTU00223	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8260869565217391	CRISPR
MRGV_vOTU00225	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015	0.8082191780821918	CRISPR
MRGV_vOTU00226	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015	0.7866666666666666	CRISPR
MRGV_vOTU00227	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.9666666666666668	CRISPR
MRGV_vOTU00228	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU00229	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00231	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum intestinale	0.8235294117647058	CRISPR:Integration
MRGV_vOTU00232	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis;strain__GENOME24339	1.0	Integration
MRGV_vOTU00233	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU00234	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.7727272727272727	CRISPR
MRGV_vOTU00236	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.993421052631579	CRISPR
MRGV_vOTU00237	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	0.8636363636363636	CRISPR
MRGV_vOTU00238	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	1.0	CRISPR
MRGV_vOTU00239	d__Bacteria;p__Bacillota_A;c__Clostridia	0.825	CRISPR:Integration
MRGV_vOTU00240	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum	0.8571428571428571	CRISPR
MRGV_vOTU00241	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;s__Faecalibaculum rodentium	0.7333333333333333	CRISPR
MRGV_vOTU00242	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp910585505;strain__MGBC163954	1.0	Integration
MRGV_vOTU00243	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp910574865;strain__GENOME03761	1.0	CRISPR
MRGV_vOTU00244	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp910587135	1.0	Integration
MRGV_vOTU00245	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	1.0	CRISPR:Integration
MRGV_vOTU00246	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU00247	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.75	CRISPR
MRGV_vOTU00248	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00249	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU00250	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri	1.0	CRISPR
MRGV_vOTU00251	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU00252	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00257	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9228187919463088	CRISPR
MRGV_vOTU00258	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__QXXE01;s__QXXE01 sp910586575;strain__MGBC140718	1.0	CRISPR
MRGV_vOTU00259	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003612405	0.8032786885245902	CRISPR
MRGV_vOTU00260	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_B;s__Roseburia_B sp011959925	0.7058823529411765	CRISPR
MRGV_vOTU00261	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU00262	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus_A;s__Hominisplanchenecus_A murintestinalis;strain__GENOME23292	1.0	Integration
MRGV_vOTU00263	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp003513705	0.9873417721518988	CRISPR:Integration
MRGV_vOTU00264	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus intestinalis	1.0	CRISPR
MRGV_vOTU00265	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	1.0	CRISPR
MRGV_vOTU00266	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00267	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__MRGM_0281_species	0.8571428571428571	Integration
MRGV_vOTU00268	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp910585525	1.0	CRISPR
MRGV_vOTU00270	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila faecipullorum	1.0	CRISPR
MRGV_vOTU00273	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9830508474576272	CRISPR
MRGV_vOTU00276	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__Caccovivens sp910584295	1.0	Integration
MRGV_vOTU00277	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.7555555555555555	CRISPR
MRGV_vOTU00278	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp910579735	0.8571428571428571	Integration
MRGV_vOTU00279	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__MGBC100798	1.0	CRISPR:Integration
MRGV_vOTU00280	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9545454545454546	CRISPR
MRGV_vOTU00281	d__Bacteria	1.0	CRISPR:Integration
MRGV_vOTU00282	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp009935865;strain__MGBC143061	1.0	CRISPR
MRGV_vOTU00285	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp910574865;strain__GENOME03761	1.0	CRISPR
MRGV_vOTU00287	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens	0.8461538461538461	Integration
MRGV_vOTU00288	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_B;s__Roseburia_B sp910588565	1.0	CRISPR
MRGV_vOTU00290	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter;s__Anaerocaecibacter sp910587805	0.75	CRISPR
MRGV_vOTU00291	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.975206611570248	CRISPR
MRGV_vOTU00292	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp910578475	0.9230769230769232	Integration
MRGV_vOTU00293	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9827586206896552	CRISPR
MRGV_vOTU00294	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.98812351543943	CRISPR
MRGV_vOTU00295	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp000403335	0.8846153846153846	CRISPR:Integration
MRGV_vOTU00297	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	0.8333333333333334	CRISPR
MRGV_vOTU00298	d__Bacteria	1.0	CRISPR:Integration
MRGV_vOTU00299	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pelethomonas;s__Pelethomonas sp910587645;strain__MGBC116749	1.0	Integration
MRGV_vOTU00300	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp013316495	0.7368421052631579	CRISPR
MRGV_vOTU00301	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella muris_A;strain__GENOME01821	1.0	Integration
MRGV_vOTU00302	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00303	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00304	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9924242424242424	CRISPR
MRGV_vOTU00305	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9493670886075948	CRISPR
MRGV_vOTU00306	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU00307	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp910578735;strain__MGBC105408	1.0	CRISPR
MRGV_vOTU00308	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU00310	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MGBC164599;s__MRGM_0966_species;strain__GENOME03474	1.0	Integration
MRGV_vOTU00311	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	0.7931034482758621	CRISPR
MRGV_vOTU00312	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp011959565;strain__MGBC164679	1.0	Integration
MRGV_vOTU00314	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__MRGM_1218_species	0.7777777777777778	CRISPR
MRGV_vOTU00315	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910588005	1.0	CRISPR
MRGV_vOTU00316	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU00317	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	0.9845559845559846	CRISPR
MRGV_vOTU00318	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola faecalis	0.9642857142857144	CRISPR:Integration
MRGV_vOTU00319	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU00320	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	1.0	CRISPR
MRGV_vOTU00321	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00322	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR
MRGV_vOTU00323	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00324	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8	CRISPR
MRGV_vOTU00325	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae	0.75	CRISPR
MRGV_vOTU00327	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	0.8333333333333334	CRISPR
MRGV_vOTU00328	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	0.75	CRISPR
MRGV_vOTU00329	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp001689415;strain__GENOME23484	1.0	Integration
MRGV_vOTU00330	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.75	CRISPR:Integration
MRGV_vOTU00331	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp910576845;strain__GENOME03497	1.0	CRISPR
MRGV_vOTU00332	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp009774015;strain__MGBC147955	1.0	CRISPR
MRGV_vOTU00333	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	1.0	CRISPR:Integration
MRGV_vOTU00334	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9965870307167236	CRISPR
MRGV_vOTU00335	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__HGM13010;s__MRGM_1221_species;strain__GENOME07305	1.0	Integration
MRGV_vOTU00336	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282;s__UBA3282 sp003611805	0.8245614035087719	CRISPR:Integration
MRGV_vOTU00337	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00338	d__Bacteria	1.0	CRISPR
MRGV_vOTU00339	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU00340	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp910575665	0.8461538461538461	Integration
MRGV_vOTU00341	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003611745	0.7272727272727273	CRISPR
MRGV_vOTU00342	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185	0.88	CRISPR
MRGV_vOTU00344	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	0.75	CRISPR:Integration
MRGV_vOTU00345	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU00346	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	0.8333333333333334	CRISPR
MRGV_vOTU00347	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-510;s__CAG-510 sp003979355;strain__GENOME23670	1.0	CRISPR
MRGV_vOTU00348	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00350	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8723404255319149	CRISPR:Integration
MRGV_vOTU00351	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00352	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.75	CRISPR:Integration
MRGV_vOTU00354	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU00355	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UBA7185;s__UBA7185 sp910585405	0.8181818181818182	CRISPR
MRGV_vOTU00356	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR:Integration
MRGV_vOTU00357	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.8743169398907104	CRISPR
MRGV_vOTU00359	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	0.7419354838709677	CRISPR
MRGV_vOTU00360	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MD308;s__MD308 sp000403475	1.0	CRISPR
MRGV_vOTU00361	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp910585015;strain__MGBC110851	1.0	CRISPR
MRGV_vOTU00362	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU00363	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	1.0	CRISPR
MRGV_vOTU00364	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00365	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.975609756097561	CRISPR:Integration
MRGV_vOTU00366	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Pumilibacteraceae;g__Anaerocaecibacter	0.8461538461538461	CRISPR
MRGV_vOTU00367	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9859154929577464	CRISPR:Integration
MRGV_vOTU00368	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU00369	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	0.96875	CRISPR
MRGV_vOTU00370	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA3282	0.7866666666666666	CRISPR:Integration
MRGV_vOTU00372	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9809523809523808	CRISPR
MRGV_vOTU00373	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Otoolea;s__Otoolea muris;strain__MGBC139785	1.0	CRISPR
MRGV_vOTU00374	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Mailhella;s__Mailhella sp910579055;strain__GENOME03313	1.0	Integration
MRGV_vOTU00376	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri	1.0	CRISPR:Integration
MRGV_vOTU00377	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU00378	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00379	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	0.8666666666666667	CRISPR
MRGV_vOTU00380	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__MGBC164599;s__MGBC164599 sp910575625	0.7307692307692307	CRISPR:Integration
MRGV_vOTU00381	d__Bacteria;p__Bacillota_A;c__Clostridia	1.0	CRISPR
MRGV_vOTU00383	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9852941176470588	CRISPR
MRGV_vOTU00384	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	0.8571428571428571	CRISPR:Integration
MRGV_vOTU00385	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	0.7777777777777778	CRISPR
MRGV_vOTU00386	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	1.0	CRISPR:Integration
MRGV_vOTU00387	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR
MRGV_vOTU00388	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-508_genus;s__MRGM_1345_species;strain__GENOME05504	1.0	CRISPR
MRGV_vOTU00389	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1	0.942528735632184	CRISPR
MRGV_vOTU00390	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales	0.8222222222222222	CRISPR:Integration
MRGV_vOTU00391	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae	0.7692307692307693	CRISPR:Integration
MRGV_vOTU00394	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	1.0	CRISPR
MRGV_vOTU00395	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae	1.0	CRISPR:Integration
MRGV_vOTU00396	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
MRGV_vOTU00398	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus sp000403395	0.8461538461538461	CRISPR
MRGV_vOTU00399	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1242;g__Caccovivens;s__MRGM_0601_species	0.8	CRISPR
MRGV_vOTU00400	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.99009900990099	CRISPR
MRGV_vOTU00401	d__Bacteria	1.0	CRISPR
MRGV_vOTU00402	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp000403435;strain__MGBC000338	1.0	CRISPR
MRGV_vOTU00403	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp009774895	0.8	CRISPR
MRGV_vOTU00404	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.9620253164556962	CRISPR
MRGV_vOTU00405	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	0.868421052631579	CRISPR
MRGV_vOTU00406	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales	1.0	CRISPR
MRGV_vOTU00408	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae	1.0	CRISPR:Integration
